state_abbr,year,robbery rate
UT,2012,38.705776898500844
UT,2013,42.95871519336417
UT,2014,44.591641767119555
UT,2015,44.43876745784837
UT,2016,50.5044380652048
VA,1995,131.73164097914778
VA,1996,122.56179775280899
VA,1997,124.50252450252451
VA,1998,105.59564128994258
VA,1999,101.07797102596396
VA,2000,88.93108229621609
VA,2001,95.3208045298225
VA,2002,95.51541343793879
VA,2003,91.14380382345067
VA,2004,92.21619893355889
VA,2005,99.08350075294207
VA,2006,101.78095075105156
VA,2007,99.79135360306303
VA,2008,96.15026935590518
VA,2009,80.45578927738218
VA,2010,70.76312635430442
VA,2011,66.93907889853196
VA,2012,57.63056535609044
VA,2013,55.30603620526109
VA,2014,51.56039230085909
VA,2015,53.28895893164899
VA,2016,57.09830752199765
VT,1995,10.94017094017094
VT,1996,15.449915110356537
VT,1997,13.412563667232597
VT,1998,9.475465313028765
VT,1999,10.947552800889278
VT,2000,19.2172817565581
VT,2001,17.45576513349582
VT,2002,12.4917262592309
VT,2003,10.010608015267792
VT,2004,12.555675567782137
VT,2005,12.211051966059703
VT,2006,18.271924706847805
VT,2007,12.716215911688295
VT,2008,14.969337003235308
VT,2009,17.852547606793618
VT,2010,12.142340180441566
VT,2011,15.799754864409376
VT,2012,18.212229991708643
VT,2013,11.964489395474233
VT,2014,11.487522476454568
VT,2015,16.77080538199103
VT,2016,16.971024377435583
WA,1995,132.73798563800406
WA,1996,119.04934032170613
WA,1997,120.03565062388591
WA,1998,115.60907013534892
WA,1999,100.89707716385404
WA,2000,98.60673033349671
WA,2001,99.00907499762238
WA,2002,95.5487501359802
WA,2003,93.2592087352466
WA,2004,94.50550229529473
WA,2005,91.99130500982295
WA,2006,100.44094575844953
WA,2007,93.9796154364649
WA,2008,98.0116117573624
WA,2009,100.70233539084616
WA,2010,87.92887386084726
WA,2011,82.46782662909132
WA,2012,84.12954993518791
WA,2013,83.58496772607877
WA,2014,79.86503502820123
WA,2015,76.11423559660292
WA,2016,77.5384193194292
WI,1995,105.09467109115752
WI,1996,96.55038759689923
WI,1997,100.85106382978724
WI,1998,85.64318529862175
WI,1999,84.73565864690352
WI,2000,84.58752627629377
WI,2001,82.20576339353678
WI,2002,86.64093481763305
WI,2003,80.32091832913493
WI,2004,73.89798516698274
WI,2005,82.40400430997366
WI,2006,100.13486892662404
WI,2007,97.8284930841682
WI,2008,91.73827778307869
WI,2009,86.72318292472873
WI,2010,79.34417715467494
WI,2011,80.56263543498481
WI,2012,81.96271709551522
WI,2013,84.17272438064529
WI,2014,88.56776154315217
WI,2015,90.74373978287731
WI,2016,81.43688866092559
WV,1995,42.72428884026258
WV,1996,40.36144578313253
WV,1997,43.06167400881057
WV,1998,37.32744340143567
WV,1999,36.58142438436949
WV,2000,41.41911052321903
WV,2001,39.25651383278502
WV,2002,36.401231325669684
WV,2003,38.698494015810624
WV,2004,42.7023174006978
WV,2005,44.98140382771902
WV,2006,46.90756515092358
WV,2007,46.74302648679523
WV,2008,49.380865355575295
WV,2009,50.225934276562455
WV,2010,41.84714145196639
WV,2011,43.23664569887024
WV,2012,44.97274705388112
WV,2013,35.228839093761046
WV,2014,35.4293249875186
WV,2015,42.53000864179358
WV,2016,39.32058399805145
WY,1995,17.916666666666668
WY,1996,20.374220374220375
WY,1997,17.708333333333332
WY,1998,16.216216216216218
WY,1999,15.42946026079958
WY,2000,14.17629642230782
WY,2001,17.012520404897984
WY,2002,18.643626085038992
WY,2003,16.729368605746537
WY,2004,13.244064385920176
WY,2005,15.330248939657782
WY,2006,13.9804739380665
WY,2007,16.066407818985137
WY,2008,16.332875261889207
WY,2009,14.331122420857294
WY,2010,13.63908501223975
WY,2011,12.514188622311211
WY,2012,10.57878070014186
WY,2013,12.688114151876727
WY,2014,9.070620772748432
WY,2015,10.058732770157956
WY,2016,10.076840176190988
